City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
297,Hazorasp,41.3194,61.0742,67.84,17,0,19.84,UZ,2022-08-20 18:44:30
298,Portsmouth,50.799,-1.0913,69.85,77,0,11.01,GB,2022-08-20 18:40:45
299,Nuuk,64.1835,-51.7216,41.61,87,100,6.91,GL,2022-08-20 18:40:51
300,Dingli,35.8614,14.3822,78.96,69,0,19.57,MT,2022-08-20 18:44:31
301,Tono,39.3167,141.5333,65.77,97,19,3.22,JP,2022-08-20 18:44:31
302,Yulara,-25.2406,130.9889,48.2,49,9,9.04,AU,2022-08-20 18:44:31
303,Kudat,6.8837,116.8477,77.29,94,20,0.0,MY,2022-08-20 18:44:32
304,Saldanha,-33.0117,17.9442,48.25,67,0,10.87,ZA,2022-08-20 18:44:32
305,Ormara,25.2088,64.6357,81.55,87,100,11.48,PK,2022-08-20 18:44:32
306,Demir Kapija,41.405,22.2489,69.12,96,100,3.94,MK,2022-08-20 18:44:33
307,San Ramon,37.7799,-121.978,90.25,43,0,6.91,US,2022-08-20 18:41:48
308,Grand-Santi,4.25,-54.3833,94.35,37,100,2.46,GF,2022-08-20 18:44:33
309,Mehamn,71.0357,27.8492,69.71,88,20,18.41,NO,2022-08-20 18:44:37
310,Pauini,-7.7136,-66.9764,88.29,27,39,4.52,BR,2022-08-20 18:44:37
311,Sakakah,29.9697,40.2064,94.57,17,0,8.97,SA,2022-08-20 18:44:37
312,Upernavik,72.7868,-56.1549,39.78,64,10,4.7,GL,2022-08-20 18:44:38
313,Sinnamary,5.3833,-52.95,84.42,69,93,9.28,GF,2022-08-20 18:44:38
314,Roma,43.2128,-75.4557,90.63,40,40,9.22,US,2022-08-20 18:39:40
315,Roseburg,43.2165,-123.3417,79.5,77,100,0.0,US,2022-08-20 18:44:38
316,Prince Rupert,54.3161,-130.3201,57.29,97,100,8.05,CA,2022-08-20 18:41:10
317,Broome,42.2506,-75.833,88.2,49,40,6.91,US,2022-08-20 18:45:39
318,Basco,20.4487,121.9702,84.56,69,37,1.92,PH,2022-08-20 18:45:39
319,Polson,47.6936,-114.1632,87.22,36,25,3.78,US,2022-08-20 18:45:40
320,Newport,51.5877,-2.9984,69.03,72,5,16.78,GB,2022-08-20 18:44:11
321,Muros,42.7762,-9.0603,82.69,66,61,10.42,ES,2022-08-20 18:45:40
322,Saskylakh,71.9167,114.0833,39.27,78,100,7.14,RU,2022-08-20 18:45:40
323,Qinggang,46.6833,126.0833,58.05,73,100,15.17,CN,2022-08-20 18:45:41
324,Jalu,29.0331,21.5482,89.37,33,0,18.7,LY,2022-08-20 18:45:41
325,Lavrentiya,65.5833,-171.0,44.94,82,64,9.13,RU,2022-08-20 18:45:41
326,Yarmouth,41.7057,-70.2286,88.14,64,0,9.22,US,2022-08-20 18:45:42
327,Saraza,8.7356,117.78,79.23,84,88,2.26,PH,2022-08-20 18:45:42
328,Lumeje,-11.55,20.7833,67.8,20,4,6.69,AO,2022-08-20 18:45:42
329,Limon,10.0,-83.0333,87.06,74,0,8.05,CR,2022-08-20 18:45:43
330,Jiancheng,30.391,104.5491,80.67,84,100,1.1,CN,2022-08-20 18:45:43
331,Kadoma,34.7333,135.5833,80.58,88,75,0.0,JP,2022-08-20 18:45:44
332,Belmonte,-15.8631,-38.8828,75.92,64,51,13.51,BR,2022-08-20 18:45:44
333,Berezovyy,51.6667,135.7,51.76,89,100,1.32,RU,2022-08-20 18:45:44
334,Kayerkan,69.3497,87.7602,42.53,75,13,13.31,RU,2022-08-20 18:45:45
335,Carlsbad,33.1581,-117.3506,86.58,72,40,11.99,US,2022-08-20 18:42:05
336,La Asuncion,11.0333,-63.8628,89.33,62,100,9.22,VE,2022-08-20 18:45:45
337,Honiara,-9.4333,159.95,75.51,83,100,5.86,SB,2022-08-20 18:43:11
338,Ust-Ilimsk,58.0006,102.6619,47.19,98,100,4.65,RU,2022-08-20 18:45:46
339,Pittsburg,38.028,-121.8847,91.89,39,0,1.99,US,2022-08-20 18:44:18
340,Selty,57.3132,52.1345,57.27,75,1,3.78,RU,2022-08-20 18:45:46
341,Hamilton,39.1834,-84.5333,86.9,65,40,11.5,US,2022-08-20 18:44:35
342,Ketchikan,55.3422,-131.6461,66.67,72,0,9.22,US,2022-08-20 18:45:47
343,Nalut,30.3333,10.85,93.18,25,0,17.34,LY,2022-08-20 18:45:47
344,Simao,22.7886,100.9748,66.65,99,100,2.55,CN,2022-08-20 18:45:48
345,Itaqui,-29.1253,-56.5531,61.68,44,0,6.38,BR,2022-08-20 18:45:48
346,Jaru,-10.4389,-62.4664,88.74,22,0,5.5,BR,2022-08-20 18:45:48
347,Elko,41.0002,-115.5012,79.05,46,38,4.0,US,2022-08-20 18:45:49
348,Basqal,40.7552,48.391,65.93,26,5,8.59,AZ,2022-08-20 18:45:49
349,Nishihara,26.1842,127.7558,83.48,84,20,9.22,JP,2022-08-20 18:45:49
350,Egvekinot,66.3167,-179.1667,42.33,74,62,1.21,RU,2022-08-20 18:45:50
351,Nha Trang,12.25,109.1833,78.8,87,100,4.54,VN,2022-08-20 18:45:50
352,Altagracia De Orituco,9.8601,-66.3814,82.6,74,96,3.78,VE,2022-08-20 18:45:50
353,Lujiang,31.2581,117.2817,81.5,90,97,0.45,CN,2022-08-20 18:45:51
354,Santa Maria,-29.6842,-53.8069,60.1,44,0,9.22,BR,2022-08-20 18:42:20
355,Nago,26.5881,127.9761,82.83,83,100,8.84,JP,2022-08-20 18:45:51
356,Lae,-6.7221,146.9847,73.04,90,100,4.41,PG,2022-08-20 18:45:52
357,Sola,-13.8833,167.55,78.98,68,27,16.2,VU,2022-08-20 18:45:52
358,Uni,57.7535,51.4923,58.32,67,0,5.32,RU,2022-08-20 18:45:52
359,Ambon,-3.6954,128.1814,75.34,94,75,4.61,ID,2022-08-20 18:45:53
360,Guasdualito,7.2424,-70.7324,82.36,78,40,0.0,VE,2022-08-20 18:45:53
361,Sorsk,54.0033,90.2467,41.97,91,98,4.41,RU,2022-08-20 18:45:53
362,Kailua,21.4022,-157.7394,82.38,70,40,12.66,US,2022-08-20 18:45:54
363,Kalmunai,7.4167,81.8167,81.32,80,95,5.23,LK,2022-08-20 18:46:54
364,Roebourne,-20.7833,117.1333,68.68,29,0,12.57,AU,2022-08-20 18:46:54
365,Odesskoye,54.2111,72.9651,52.57,74,25,6.85,RU,2022-08-20 18:46:55
366,Biak,-0.9131,122.8766,72.86,79,76,5.93,ID,2022-08-20 18:46:55
367,Prince George,53.9166,-122.753,72.25,72,0,8.05,CA,2022-08-20 18:46:56
368,Chulman,56.8479,124.9104,44.89,93,60,2.75,RU,2022-08-20 18:46:56
369,Saint Paul,44.9444,-93.0933,75.72,77,100,10.36,US,2022-08-20 18:46:56
370,San Quintin,30.4833,-115.95,72.88,70,10,8.48,MX,2022-08-20 18:46:57
371,Torbay,47.6666,-52.7314,73.89,71,75,14.97,CA,2022-08-20 18:45:23
372,Nakhon Si Thammarat,8.25,100.0,77.95,84,100,8.52,TH,2022-08-20 18:46:58
373,Matay,28.419,30.7792,92.86,23,0,11.59,EG,2022-08-20 18:46:58
374,Hurghada,27.2574,33.8129,96.84,15,0,9.22,EG,2022-08-20 18:42:31
375,Mancheral,18.8667,79.4333,78.33,85,100,7.49,IN,2022-08-20 18:46:58
376,Buala,-8.145,159.5921,78.6,82,91,8.63,SB,2022-08-20 18:46:59
377,Yuanping,38.7153,112.7575,65.66,88,80,1.39,CN,2022-08-20 18:46:59
378,Chifeng,42.2683,118.9636,66.72,78,67,10.07,CN,2022-08-20 18:46:59
379,Kiomboi,-4.2667,34.3667,71.96,25,38,3.51,TZ,2022-08-20 18:47:00
380,Lumby,50.2498,-118.969,79.36,58,92,1.14,CA,2022-08-20 18:47:00
381,Tala,30.6803,30.9429,79.25,57,0,8.41,EG,2022-08-20 18:47:01
382,Carmen,18.6333,-91.8333,87.46,62,100,5.03,MX,2022-08-20 18:45:53
383,Port Arthur,38.8,121.2667,68.22,63,91,6.08,CN,2022-08-20 18:44:23
384,Beian,63.6559,9.5683,57.29,88,75,4.61,NO,2022-08-20 18:47:01
385,Aykhal,66.0,111.5,37.4,88,100,4.36,RU,2022-08-20 18:47:01
386,Sturgeon Bay,44.8342,-87.377,73.36,78,75,8.05,US,2022-08-20 18:42:50
387,Comodoro Rivadavia,-45.8667,-67.5,46.26,81,40,5.75,AR,2022-08-20 18:47:02
388,Auki,-8.7676,160.7034,75.69,90,100,4.74,SB,2022-08-20 18:47:02
389,Berlevag,70.8578,29.0864,69.75,78,100,14.97,NO,2022-08-20 18:47:03
390,Takoradi,4.8845,-1.7554,74.82,84,63,8.57,GH,2022-08-20 18:47:03
391,Inuvik,68.3499,-133.7218,47.26,93,100,3.44,CA,2022-08-20 18:47:03
392,Vostok,46.4856,135.8833,48.33,93,14,7.61,RU,2022-08-20 18:47:04
393,Alofi,-19.0595,-169.9187,60.69,100,2,1.14,NU,2022-08-20 18:47:04
394,Torata,-17.0769,-70.8433,69.87,11,0,9.64,PE,2022-08-20 18:47:04
395,Tuzha,57.6062,47.936,58.01,62,0,2.82,RU,2022-08-20 18:47:05
396,Kiunga,-6.1219,141.2906,70.54,97,100,2.01,PG,2022-08-20 18:47:05
397,Kholodnyy,62.7167,147.95,47.44,90,100,1.28,RU,2022-08-20 18:47:06
398,Hailun,47.45,126.9333,52.81,69,59,3.02,CN,2022-08-20 18:47:06
399,Owando,-0.4819,15.8999,76.77,64,9,2.91,CG,2022-08-20 18:47:06
400,Coruripe,-10.1256,-36.1756,75.54,69,1,12.88,BR,2022-08-20 18:47:07
401,Agucadoura,41.4318,-8.7804,87.31,86,23,15.95,PT,2022-08-20 18:47:07
402,Lashio,22.9333,97.75,70.21,98,100,1.68,MM,2022-08-20 18:47:08
403,Doha,25.2867,51.5333,97.11,59,0,3.44,QA,2022-08-20 18:47:08
404,Zyryanka,65.75,150.85,55.24,66,8,9.42,RU,2022-08-20 18:47:08
405,Matagami,49.7502,-77.6328,68.11,94,100,3.44,CA,2022-08-20 18:47:09
406,Manohar Thana,24.24,76.8018,76.26,91,100,6.67,IN,2022-08-20 18:47:09
407,Puro,12.4841,123.3827,79.47,82,90,4.99,PH,2022-08-20 18:47:09
408,Coihueco,-36.6167,-71.8333,63.34,55,0,16.11,CL,2022-08-20 18:45:36
409,Lompoc,34.6391,-120.4579,83.01,80,20,5.75,US,2022-08-20 18:47:10
410,Agadir,30.4202,-9.5982,79.25,46,100,4.18,MA,2022-08-20 18:47:10
411,Ust-Uda,54.1742,103.0304,46.99,94,100,3.96,RU,2022-08-20 18:48:11
412,Vila Franca Do Campo,37.7167,-25.4333,73.81,73,45,4.16,PT,2022-08-20 18:48:11
413,Yashkul,46.1711,45.3435,76.71,35,99,25.14,RU,2022-08-20 18:48:11
414,Gat,31.61,34.7642,81.81,100,0,3.56,IL,2022-08-20 18:45:01
415,Kikwit,-5.041,18.8162,83.5,45,91,3.69,CD,2022-08-20 18:48:12
416,Beringovskiy,63.05,179.3167,47.12,59,4,5.06,RU,2022-08-20 18:48:12
417,Bardiyah,31.7561,25.0865,81.59,69,0,14.41,LY,2022-08-20 18:48:13
418,Luangwa,-15.6167,30.4167,74.41,31,0,3.15,ZM,2022-08-20 18:48:13
419,Chulym,55.0997,80.9572,55.15,67,100,4.79,RU,2022-08-20 18:48:13
420,Aksarka,66.5606,67.7975,52.32,56,100,5.14,RU,2022-08-20 18:48:14
421,Nizwa,22.9333,57.5333,90.48,43,100,6.82,OM,2022-08-20 18:48:14
422,Mezhdurechensk,53.6942,88.0603,49.1,91,100,3.04,RU,2022-08-20 18:48:15
423,Ahipara,-35.1667,173.1667,55.06,92,10,5.7,NZ,2022-08-20 18:48:15
424,Muisne,0.6,-80.0333,77.54,72,100,10.69,EC,2022-08-20 18:48:15
425,Severnyy,50.677,36.5532,68.04,60,0,6.71,RU,2022-08-20 18:48:17
426,Shalinskoye,55.7228,93.7594,47.8,96,100,5.66,RU,2022-08-20 18:48:20
427,Khandbari,27.3747,87.2039,72.28,93,60,0.81,NP,2022-08-20 18:48:20
428,Timra,62.487,17.3257,64.67,94,100,6.91,SE,2022-08-20 18:48:21
429,Thaba-Tseka,-29.522,28.6084,32.65,49,0,3.2,LS,2022-08-20 18:48:21
430,Cabo San Lucas,22.8909,-109.9124,94.6,66,100,8.99,MX,2022-08-20 18:43:25
431,Ciudad Bolivar,8.1222,-63.5497,89.28,58,94,6.58,VE,2022-08-20 18:48:22
432,Cockburn Town,21.4612,-71.1419,85.96,66,40,11.5,TC,2022-08-20 18:48:22
433,Pisco,-13.7,-76.2167,63.01,77,40,9.22,PE,2022-08-20 18:48:22
434,Oussouye,12.485,-16.5469,82.58,85,100,8.19,SN,2022-08-20 18:48:23
435,Iquique,-20.2208,-70.1431,60.84,65,9,5.55,CL,2022-08-20 18:48:23
436,Dukat,62.55,155.55,45.23,98,100,4.23,RU,2022-08-20 18:48:23
437,Caxito,-8.5785,13.6643,69.26,82,80,4.14,AO,2022-08-20 18:48:24
438,Cap-Aux-Meules,47.3821,-61.8597,73.45,64,0,13.8,CA,2022-08-20 18:48:24
439,Maniwaki,46.3834,-75.966,86.14,47,12,6.91,CA,2022-08-20 18:48:26
440,Flinders,-34.5833,150.8552,49.05,76,4,10.07,AU,2022-08-20 18:48:26
441,Asyut,27.181,31.1837,95.18,20,4,6.08,EG,2022-08-20 18:48:27
442,Akersberga,59.4794,18.2997,70.88,91,100,4.38,SE,2022-08-20 18:48:27
443,Tera,14.0078,0.7531,80.01,67,100,5.91,NE,2022-08-20 18:48:27
444,Lotofaga,-13.9764,-171.8578,64.18,60,0,6.38,WS,2022-08-20 18:48:28
445,Guerrero Negro,27.9769,-114.0611,78.98,61,59,5.99,MX,2022-08-20 18:48:28
446,Cayenne,4.9333,-52.3333,86.04,66,0,6.91,GF,2022-08-20 18:48:29
447,Rondonopolis,-16.4708,-54.6356,82.69,29,55,5.93,BR,2022-08-20 18:48:29
448,Gorontalo,0.5412,123.0595,73.76,90,100,5.03,ID,2022-08-20 18:48:29
449,Sibiti,-3.6819,13.3499,80.46,45,86,1.48,CG,2022-08-20 18:48:30
450,Mihailesti,44.3267,25.9083,85.82,50,21,9.42,RO,2022-08-20 18:48:30
451,Umm Kaddadah,13.6017,26.6876,78.31,61,99,2.91,SD,2022-08-20 18:48:31
452,Dong Hoi,17.4833,106.6,77.7,87,100,6.71,VN,2022-08-20 18:48:31
453,Tateyama,34.9833,139.8667,77.09,93,100,6.15,JP,2022-08-20 18:48:31
454,Miri,4.4148,114.0089,75.34,100,40,6.91,MY,2022-08-20 18:48:32
455,Hammerfest,70.6634,23.6821,66.65,88,40,5.75,NO,2022-08-20 18:49:32
456,Pochutla,15.7432,-96.4661,93.81,49,59,7.09,MX,2022-08-20 18:49:33
457,Ginda,30.6945,78.4932,63.36,83,75,5.26,IN,2022-08-20 18:49:33
458,Verkhnyaya Inta,65.9811,60.3094,63.23,83,100,13.4,RU,2022-08-20 18:49:33
459,Xining,36.6167,101.7667,62.22,84,100,1.52,CN,2022-08-20 18:49:34
460,Mariental,-24.6333,17.9667,56.97,20,0,10.83,NA,2022-08-20 18:49:34
461,Krutikha,53.9599,81.2093,56.52,64,100,3.49,RU,2022-08-20 18:49:34
462,Moron,-34.6534,-58.6198,65.89,26,5,6.53,AR,2022-08-20 18:49:35
463,Maceio,-9.6658,-35.7353,80.04,61,40,16.11,BR,2022-08-20 18:45:49
464,Mwinilunga,-11.7358,24.4293,65.89,25,0,4.43,ZM,2022-08-20 18:49:35
465,Ronneby,56.21,15.276,70.3,73,100,1.14,SE,2022-08-20 18:49:36
466,Howard,39.2504,-76.933,90.45,52,5,1.99,US,2022-08-20 18:49:37
467,Barranca,-10.75,-77.7667,65.46,70,18,11.39,PE,2022-08-20 18:49:37
468,Grandview,38.8858,-94.533,85.91,61,40,9.22,US,2022-08-20 18:45:00
469,Birao,10.2849,22.7882,71.6,94,100,2.84,CF,2022-08-20 18:49:40
470,Matnog,12.5878,124.0875,80.67,79,100,3.6,PH,2022-08-20 18:49:40
471,Gamba,-2.65,10.0,72.34,88,51,6.49,GA,2022-08-20 18:49:41
472,Ust-Kuyga,70.0167,135.6,53.06,84,96,3.98,RU,2022-08-20 18:49:41
473,Bambanglipuro,-7.95,110.2833,76.06,76,100,10.58,ID,2022-08-20 18:49:42
474,Moyale,3.5167,39.0584,73.9,47,24,11.01,KE,2022-08-20 18:49:42
475,Shelburne,44.0787,-80.2041,81.75,32,100,8.21,CA,2022-08-20 18:49:42
476,Husavik,66.0449,-17.3389,45.93,96,100,19.1,IS,2022-08-20 18:49:43
477,Berdigestyakh,62.0989,126.6992,47.21,99,100,4.07,RU,2022-08-20 18:49:43
478,Shevchenkove,49.6959,37.1735,70.34,52,100,7.83,UA,2022-08-20 18:49:44
479,Yar-Sale,66.8333,70.8333,46.65,62,100,3.42,RU,2022-08-20 18:49:44
480,Belaya Gora,68.5333,146.4167,58.69,77,99,5.53,RU,2022-08-20 18:49:44
481,Chelmza,53.1846,18.6047,77.29,78,99,5.28,PL,2022-08-20 18:49:45
482,Kijang,35.2442,129.2139,78.53,86,100,9.22,KR,2022-08-20 18:49:45
483,Morant Bay,17.8815,-76.4093,89.22,65,1,11.05,JM,2022-08-20 18:49:45
484,La Mira,18.035,-102.3266,90.0,52,54,8.61,MX,2022-08-20 18:49:46
485,Nata,8.3333,-80.5167,87.67,63,100,3.06,PA,2022-08-20 18:49:46
486,Halifax,44.6453,-63.5724,86.45,45,54,3.0,CA,2022-08-20 18:47:11
487,Sistranda,63.7256,8.834,57.16,88,79,9.71,NO,2022-08-20 18:49:47
488,Huarmey,-10.0681,-78.1522,67.96,70,3,11.36,PE,2022-08-20 18:49:48
489,Sovetskiy,61.3614,63.5842,58.01,49,99,2.15,RU,2022-08-20 18:49:48
490,Bilibino,68.0546,166.4372,49.42,57,0,2.93,RU,2022-08-20 18:49:49
491,Saint-Francois,46.4154,3.9054,71.04,60,0,4.61,FR,2022-08-20 18:45:08
492,Parrita,9.5201,-84.3225,84.25,70,81,6.31,CR,2022-08-20 18:49:49
493,Baruun-Urt,46.6806,113.2792,50.86,74,60,12.08,MN,2022-08-20 18:49:50
494,Mocajuba,-2.5842,-49.5072,94.53,35,87,1.66,BR,2022-08-20 18:49:50
495,Kruisfontein,-34.0033,24.7314,48.88,81,15,11.88,ZA,2022-08-20 18:49:50
496,Ampanihy,-24.7,44.75,69.21,86,0,10.31,MG,2022-08-20 18:49:51
497,Antofagasta,-23.65,-70.4,58.28,70,45,6.58,CL,2022-08-20 18:49:51
498,Suntar,62.1444,117.6319,45.54,92,97,0.04,RU,2022-08-20 18:49:51
499,Severo-Yeniseyskiy,60.3725,93.0408,47.57,93,100,7.43,RU,2022-08-20 18:50:52
500,Souillac,-20.5167,57.5167,71.98,73,75,13.8,MU,2022-08-20 18:50:52
501,Macusani,-14.0833,-70.4333,50.77,33,5,4.0,PE,2022-08-20 18:50:53
502,Tommot,58.9564,126.2925,45.75,96,55,1.68,RU,2022-08-20 18:50:53
503,Bensheim,49.6803,8.6161,77.9,46,0,4.23,DE,2022-08-20 18:50:53
504,Biograd Na Moru,43.9433,15.4519,79.75,65,0,11.99,HR,2022-08-20 18:50:54
505,Tsabong,-26.0217,22.401,53.73,36,0,8.9,BW,2022-08-20 18:50:54
506,North Bend,43.4065,-124.2243,72.16,81,0,6.91,US,2022-08-20 18:50:55
507,Atasu,48.6814,71.6433,55.74,46,69,8.32,KZ,2022-08-20 18:50:55
508,Fremont,37.5483,-121.9886,92.8,56,0,6.91,US,2022-08-20 18:46:19
509,Ambo,-10.1308,-76.2047,71.13,52,41,9.08,PE,2022-08-20 18:50:56
510,Andapa,-14.65,49.65,60.46,98,37,1.34,MG,2022-08-20 18:50:56
511,Talnakh,69.4865,88.3972,43.21,63,22,7.38,RU,2022-08-20 18:50:57
512,Khani,41.9563,42.9566,67.57,51,90,6.44,GE,2022-08-20 18:50:57
513,Gangawati,15.4333,76.5333,75.13,81,100,15.9,IN,2022-08-20 18:50:57
514,Filadelfia,39.9523,-75.1638,94.08,41,40,8.05,US,2022-08-20 18:50:15
515,Rio Gallegos,-51.6226,-69.2181,48.25,46,20,6.91,AR,2022-08-20 18:50:58
516,Oranjemund,-28.55,16.4333,54.55,74,0,18.39,NA,2022-08-20 18:50:58
517,Ballina,-28.8667,153.5667,53.78,82,100,6.08,AU,2022-08-20 18:50:59
518,Moussoro,13.6408,16.4901,85.82,56,100,12.39,TD,2022-08-20 18:50:59
519,Jaypur,18.85,82.5833,71.62,98,100,7.29,IN,2022-08-20 18:51:00
520,Barmer,25.75,71.3833,81.37,77,100,14.38,IN,2022-08-20 18:51:00
521,Berlin,52.5244,13.4105,69.98,92,75,4.0,DE,2022-08-20 18:46:07
522,Juegang,32.3174,121.1855,82.9,89,100,5.35,CN,2022-08-20 18:51:00
523,Valverde Del Camino,37.5751,-6.7543,82.42,27,0,6.98,ES,2022-08-20 18:51:01
524,Baghdad,33.3406,44.4009,98.51,26,33,4.61,IQ,2022-08-20 18:46:44
525,Minudasht,37.2289,55.3747,81.97,54,0,13.8,IR,2022-08-20 18:51:01
526,Bundibugyo,0.7414,30.0417,66.38,91,85,2.98,UG,2022-08-20 18:51:02
527,Sandpoint,48.2766,-116.5533,89.85,48,28,3.0,US,2022-08-20 18:51:02
528,Boa Vista,2.8197,-60.6733,93.18,43,40,5.75,BR,2022-08-20 18:51:02
529,Sur,22.5667,59.5289,90.16,57,100,15.57,OM,2022-08-20 18:51:03
530,Kindu,-2.95,25.95,73.13,77,100,4.79,CD,2022-08-20 18:51:03
531,Iskateley,67.6803,53.1512,63.34,79,97,9.82,RU,2022-08-20 18:51:04
532,Mehkar,20.1508,76.569,73.33,91,100,11.92,IN,2022-08-20 18:51:04
533,New Glasgow,45.5834,-62.6486,73.78,44,9,7.85,CA,2022-08-20 18:51:04
534,Sortland,68.6949,15.4162,62.38,90,100,3.27,NO,2022-08-20 18:51:05
535,Ignacio Zaragoza,28.3833,-107.2167,75.61,46,47,10.16,MX,2022-08-20 18:51:05
536,Lekoni,-1.5843,14.2591,80.87,53,24,4.74,GA,2022-08-20 18:51:06
537,Goderich,43.7501,-81.7165,84.52,48,100,12.66,CA,2022-08-20 18:51:06
538,Bonavista,48.6499,-53.1147,61.84,90,76,18.52,CA,2022-08-20 18:51:06
539,Mitu,1.1983,-70.1733,73.49,97,100,3.24,CO,2022-08-20 18:51:07
540,Gao,16.6362,1.637,89.74,42,43,7.38,ML,2022-08-20 18:51:07
541,Loei,17.4167,101.5,69.12,98,100,3.98,TH,2022-08-20 18:51:07
542,Wicklow,53.0,-6.4167,56.01,69,7,11.52,IE,2022-08-20 18:51:08
543,Chowchilla,37.123,-120.2602,106.02,29,0,3.44,US,2022-08-20 18:51:08
544,Namatanai,-3.6667,152.4333,77.9,82,69,6.64,PG,2022-08-20 18:51:09
545,Thinadhoo,0.5333,72.9333,81.27,78,82,7.78,MV,2022-08-20 18:51:09
546,Luau,-10.7073,22.2247,70.92,20,0,5.23,AO,2022-08-20 18:51:10
547,Zemio,5.0314,25.1361,69.75,94,98,2.19,CF,2022-08-20 18:52:10
548,Sartell,45.6216,-94.2069,71.38,78,100,6.91,US,2022-08-20 18:52:11
549,Bayir,37.2687,28.2167,75.72,43,0,1.19,TR,2022-08-20 18:52:11
550,Conde,-7.2597,-34.9075,80.06,65,75,19.57,BR,2022-08-20 18:52:11
551,Evensk,61.95,159.2333,52.18,90,100,12.21,RU,2022-08-20 18:52:12
552,Valdivia,-39.8142,-73.2459,57.29,75,100,4.97,CL,2022-08-20 18:52:12
553,Daru,-9.0763,143.2092,74.95,82,11,11.27,PG,2022-08-20 18:52:12
554,Ouallam,14.3188,2.0866,83.82,57,100,5.68,NE,2022-08-20 18:52:13
555,Rutland,43.6167,-73.0162,89.71,44,0,4.61,US,2022-08-20 18:52:13
556,Padang,-0.9492,100.3543,76.32,92,100,3.13,ID,2022-08-20 18:52:14
557,Zhezkazgan,47.8043,67.7144,57.02,50,5,9.01,KZ,2022-08-20 18:52:14
558,Wakema,16.6,95.1833,78.93,90,100,7.61,MM,2022-08-20 18:52:14
559,Cabedelo,-6.9811,-34.8339,81.27,73,35,18.61,BR,2022-08-20 18:52:15
560,Dehloran,32.6941,47.2679,101.64,9,0,7.99,IR,2022-08-20 18:52:15
561,Lakes Entrance,-37.8811,147.981,38.16,85,17,5.53,AU,2022-08-20 18:52:15
562,Nioro,13.35,-15.75,78.17,88,49,6.29,GM,2022-08-20 18:52:16
563,Dicabisagan,17.0818,122.4157,77.23,89,100,5.28,PH,2022-08-20 18:52:16
564,Quatre Cocos,-20.2078,57.7625,71.71,74,30,15.82,MU,2022-08-20 18:52:17
565,Kyabe,9.4515,18.9449,74.35,94,100,4.07,TD,2022-08-20 18:52:17
566,Hay River,60.8156,-115.7999,66.18,55,10,13.8,CA,2022-08-20 18:52:17
567,Zhigansk,66.7697,123.3711,45.1,90,100,9.31,RU,2022-08-20 18:52:18
568,Dire,12.2833,-10.9667,75.33,92,100,1.43,ML,2022-08-20 18:52:18
569,Opuwo,-18.0607,13.84,61.83,15,62,11.56,NA,2022-08-20 18:52:18
570,Borogontsy,62.6683,131.1683,50.81,99,100,4.38,RU,2022-08-20 18:52:19
571,Fukue,32.6881,128.8419,82.9,83,73,6.2,JP,2022-08-20 18:52:19
572,Pontes E Lacerda,-15.2261,-59.3353,75.07,28,0,5.3,BR,2022-08-20 18:52:19
573,Strezhevoy,60.7333,77.5889,43.83,90,99,8.63,RU,2022-08-20 18:52:20
574,Rabaul,-4.1967,152.1721,78.84,80,78,12.33,PG,2022-08-20 18:52:20
575,Mackay,-21.15,149.2,54.68,85,1,8.52,AU,2022-08-20 18:52:21
576,Rocha,-34.4833,-54.3333,59.05,46,0,7.96,UY,2022-08-20 18:52:21
577,Novyy Urengoy,66.0833,76.6333,43.39,83,12,10.51,RU,2022-08-20 18:52:21
578,Pangkalanbuun,-2.6833,111.6167,74.07,93,100,1.34,ID,2022-08-20 18:52:22
579,Pangai,-19.8,-174.35,69.91,78,20,6.91,TO,2022-08-20 18:52:22
580,Beltangadi,13.9833,75.3,68.23,96,100,4.79,IN,2022-08-20 18:52:26
581,Sioux Lookout,50.1001,-91.917,66.27,55,40,2.3,CA,2022-08-20 18:52:26
582,Urucara,-2.5364,-57.76,100.09,23,18,3.89,BR,2022-08-20 18:52:27
583,Asau,46.4333,26.4,72.52,72,16,1.43,RO,2022-08-20 18:52:27
584,Road Town,18.4167,-64.6167,87.89,70,75,11.5,VG,2022-08-20 18:52:27
585,Calamar,10.2511,-74.9146,90.41,60,100,6.33,CO,2022-08-20 18:52:28
586,Matongo,-2.3833,34.0833,70.99,63,5,5.39,TZ,2022-08-20 18:52:28
587,Botro,7.8525,-5.3106,74.68,87,99,3.42,CI,2022-08-20 18:52:28
588,Vladeni,47.7167,26.5167,74.95,74,0,5.75,RO,2022-08-20 18:52:29
589,Vyshhorod,50.5848,30.4898,70.93,96,97,6.64,UA,2022-08-20 18:52:29
590,Codrington,-38.2667,141.9667,37.36,85,5,7.81,AU,2022-08-20 18:52:29
591,Przasnysz,53.0191,20.8803,76.37,51,100,8.55,PL,2022-08-20 18:52:30
592,Gorom-Gorom,14.4439,-0.2361,81.48,61,100,9.35,BF,2022-08-20 18:52:30
593,Harindanga,22.0383,88.3214,81.21,87,69,10.8,IN,2022-08-20 18:52:31
594,Andenes,69.3143,16.1194,57.92,94,40,4.61,NO,2022-08-20 18:53:31
595,Kafanchan,9.5833,8.3,68.05,94,6,1.99,NG,2022-08-20 18:53:32
596,Catamarca,-28.4696,-65.7852,72.59,18,77,1.99,AR,2022-08-20 18:53:32
