City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
433,Haimen,CN,82.29,overcast clouds,23.1935,116.6142,Shantou Chaoyang Donghui Hotel
434,Kumluca,TR,83.32,scattered clouds,36.3703,30.2869,Akkol Apart
435,Price,US,71.11,clear sky,39.5994,-110.8107,National 9 - Price River Inn
436,Chimore,BO,82.72,clear sky,-16.9833,-65.1333,Bichito
440,Maragogi,BR,76.46,broken clouds,-9.0122,-35.2225,Salinas do Maragogi All Inclusive Resort
441,Sydney Mines,CA,84.15,few clouds,46.2367,-60.2177,At The Harbourfront B&B Inc
442,Santiago Del Estero,AR,73.29,clear sky,-27.7951,-64.2615,Apartamentos Castelli 90
444,Isola Del Liri,IT,77.27,overcast clouds,41.6862,13.5823,Hotel Valentino
445,Ixtapa,MX,87.22,scattered clouds,20.7,-105.2,hotel la terminal
446,Huron,US,77.68,overcast clouds,41.1501,-82.5499,Meadow Brook Mobile Estates
447,Woodward,US,72.97,light rain,36.4337,-99.3904,"Holiday Inn Express & Suites Woodward Hwy 270, an IHG Hotel"
448,Simbahan,PH,83.61,overcast clouds,6.3032,120.5836,
449,Mingguang,CN,83.7,overcast clouds,32.7802,117.9638,Yonghao Hotel
451,Padang,ID,76.17,heavy intensity rain,-0.9492,100.3543,Mercure Padang
452,Sikasso,ML,80.4,light rain,10.9167,-7.0,
453,Pakxan,LA,73.78,overcast clouds,18.3778,103.6601,Kong Kham Pheng Guesthouse
454,Poum,NC,72.91,broken clouds,-20.2333,164.0167,
456,Kupang,ID,75.33,scattered clouds,-10.1667,123.5833,Hotel On The Rock by Prasanthi
458,Merauke,ID,74.57,clear sky,-8.4667,140.3333,
459,Bhawanipatna,IN,74.89,heavy intensity rain,19.9,83.1667,Bhagirathi inn
462,Beyneu,KZ,78.93,broken clouds,45.3167,55.2,NUR
465,Nabire,ID,76.21,overcast clouds,-3.3667,135.4833,Hotel Nusantara I
467,Boyolangu,ID,72.7,broken clouds,-8.1181,111.8935,Yos ega cv
468,Puerto Colombia,CO,84.29,overcast clouds,10.9878,-74.9547,Hotel El Emigrante
470,Biak,ID,74.79,overcast clouds,-0.9131,122.8766,Penginapan Kim
471,Makakilo City,US,78.69,broken clouds,21.3469,-158.0858,Marriott's Ko Olina Beach Club
472,Yarada,IN,84.25,broken clouds,17.65,83.2667,Yarada Jungle Beach Resorts
475,Diego De Almagro,CL,73.96,broken clouds,-26.3667,-70.05,hotel luna del desierto
481,Banjar,ID,72.55,scattered clouds,-8.19,114.9675,The Hamsa Resort
482,Sinnamary,GF,83.57,moderate rain,5.3833,-52.95,ALETHEIA Appartement Sinnamary
483,Ugoofaaru,MV,82.27,overcast clouds,5.6667,73.0,Ungoofaaru Inn
486,Antsohihy,MG,70.43,clear sky,-14.8796,47.9875,Hotel de Ville
487,Kutum,SD,77.81,scattered clouds,14.2,24.6667,Dibbo areaمنطقة دبو
488,Meadow Lake,US,77.31,scattered clouds,34.8014,-106.5436,TumbleWeed RV Park
493,North Platte,US,81.32,clear sky,41.1239,-100.7654,"Holiday Inn Express & Suites North Platte, an IHG Hotel"
494,Samana,DO,89.82,few clouds,19.2056,-69.3369,The Bannister - Hotel & Yacht Club
498,Thunder Bay,CA,75.11,few clouds,48.4001,-89.3168,Victoria Inn Hotel and Convention Centre
499,Zhanaozen,KZ,76.08,clear sky,43.3,52.8,K.korabay 28A
501,Saint-Georges,GD,74.88,broken clouds,12.0564,-61.7485,Radisson Grenada Beach Resort
502,San Quintin,MX,71.1,overcast clouds,30.4833,-115.95,Don Eddie's Sport Fishing Center
505,Arawa,PG,74.68,light rain,-6.2132,155.5367,Coastline Guest House
508,Fowa,NG,78.44,broken clouds,8.9167,6.4,
509,Lachi,PK,79.18,overcast clouds,33.3833,71.3386,Stil sadabahar
510,Sao Filipe,CV,77.04,overcast clouds,14.8961,-24.4956,Hotel Xaguate
511,Pandharpur,IN,76.12,overcast clouds,17.6667,75.3333,Pandharinath Lodge and Restaurant
512,Xinzhi,CN,84.72,moderate rain,36.4989,111.7047,Mingyue Hotel
513,Cockburn Town,TC,87.76,scattered clouds,21.4612,-71.1419,Osprey Beach Hotel
514,De Panne,BE,71.01,broken clouds,51.0792,2.5917,Hotel aan Zee
515,Tiarei,PF,75.22,few clouds,-17.5333,-149.3333,Le Rocher de Tahiti
516,Mulege,MX,89.2,broken clouds,26.8833,-111.9833,Casa Granada
517,Touros,BR,81.61,broken clouds,-5.1989,-35.4608,INN NEW HORIZON
